user_id,days_since_last_trip,trips_last_30d,monetary_total,rfm_recency_score,rfm_frequency_score,rfm_monetary_score,rfm_combined_score,avg_trip_duration,avg_fare,avg_surge,tip_rate,peak_hour_rate,weekend_ratio,rainy_ride_ratio,preffered_payment_encoded,avg_driver_rating_received,session_last_30d,session_last_60d,avg_time_on_app,avg_pages_visited,session_conversation_rate,engagement_score,account_age_days,activity_trend_30d,unique_active_days,days_since_last_session,has_session
R07084,5,4,567.38,4,5,5,5,38.54,17.09,1.15,0.54,0.54,0.15,0.27,0,4.281,4.0,4.0,92.25,2.5,0.0,230.62,712,0.8,26,0.0,1
R07085,4,1,337.72,4,3,2,3,29.18,13.08,1.11,0.27,0.14,0.23,0.23,0,4.223,11.0,11.0,30.82,2.55,0.09,78.59,124,0.5,21,0.0,1
R07086,14,2,429.18,3,4,4,4,29.43,16.13,1.2,0.67,0.62,0.38,0.19,0,4.176,1.0,1.0,23.0,3.0,0.0,69.0,118,0.67,19,0.0,1
R07087,29,1,297.52,2,3,2,2,34.81,13.93,1.19,0.38,0.38,0.44,0.31,0,4.162,5.0,5.0,116.0,1.6,0.2,185.6,507,0.5,16,0.0,1
R07088,16,1,325.91,3,3,2,3,37.45,14.26,1.08,0.2,0.35,0.2,0.15,0,3.99,3.0,3.0,21.0,4.33,0.0,90.93,217,0.5,20,0.0,1
R07089,41,0,312.18,1,1,2,1,26.94,17.27,1.06,0.19,0.25,0.31,0.0,0,4.312,4.0,4.0,20.25,3.75,0.25,75.94,317,0.0,15,0.0,1
R07090,53,0,322.95,1,1,2,1,31.39,15.16,1.13,0.28,0.22,0.39,0.11,0,4.011,5.0,5.0,147.2,2.6,0.0,382.72,694,0.0,18,0.0,1
R07092,16,1,306.76,3,3,2,3,35.94,15.09,1.12,0.71,0.59,0.35,0.12,0,4.365,7.0,7.0,46.43,2.86,0.71,132.79,107,0.5,17,0.0,1
R07093,2,2,420.36,5,4,4,4,31.38,15.24,1.16,0.38,0.52,0.24,0.05,0,4.319,5.0,5.0,37.0,3.0,0.0,111.0,106,0.67,21,0.0,1
R07094,65,0,490.6,1,1,5,2,27.18,17.51,1.18,0.23,0.55,0.36,0.14,0,4.264,4.0,4.0,13.0,2.75,0.0,35.75,495,0.0,22,0.0,1
R07095,5,3,408.2,4,5,4,4,38.24,15.75,1.13,0.33,0.29,0.19,0.19,0,4.233,5.0,5.0,195.0,4.0,0.0,780.0,361,0.75,21,0.0,1
R07096,31,0,428.11,1,1,4,2,32.42,17.03,1.19,0.32,0.58,0.42,0.26,0,4.2,5.0,5.0,85.4,2.6,0.0,222.04,344,0.0,19,0.0,1
R07097,11,2,561.77,3,4,5,4,31.48,17.11,1.15,0.33,0.26,0.15,0.19,0,4.159,6.0,6.0,15.67,1.33,0.0,20.84,628,0.67,27,0.0,1
R07098,4,1,276.45,4,3,1,3,28.76,13.74,1.11,0.35,0.59,0.18,0.29,0,3.918,9.0,9.0,38.44,2.89,0.0,111.09,670,0.5,17,0.0,1
R07100,19,3,196.63,2,5,1,3,31.43,12.98,1.06,0.21,0.14,0.07,0.14,0,4.157,5.0,5.0,15.8,2.2,0.0,34.76,424,0.75,14,0.0,1
R07101,75,0,277.57,1,1,1,1,40.3,20.59,1.21,0.3,0.7,0.3,0.3,0,4.54,2.0,2.0,35.5,3.5,0.0,124.25,71,0.0,10,0.0,1
R07102,1,3,440.64,5,5,4,5,29.33,15.23,1.03,0.3,0.59,0.26,0.15,0,4.211,6.0,6.0,207.67,3.0,0.33,623.01,616,0.75,26,0.0,1
R07103,9,2,525.63,3,4,5,4,30.19,16.16,1.16,0.5,0.5,0.27,0.15,0,4.192,1.0,1.0,34.0,3.0,1.0,102.0,719,0.67,26,0.0,1
R07104,8,2,428.12,4,4,4,4,34.17,15.84,1.07,0.35,0.35,0.35,0.13,0,4.209,1.0,1.0,0.0,2.0,0.0,0.0,264,0.67,22,0.0,1
R07105,16,3,279.13,3,5,1,3,34.62,14.94,1.09,0.38,0.31,0.5,0.19,0,4.55,6.0,6.0,43.17,3.5,0.33,151.1,625,0.75,14,0.0,1
R07106,8,1,299.31,4,3,2,3,33.67,16.21,1.13,0.4,0.2,0.4,0.2,0,4.18,5.0,5.0,39.6,2.6,0.0,102.96,524,0.5,15,0.0,1
R07107,17,1,476.6,2,3,5,3,34.84,15.27,1.17,0.32,0.48,0.36,0.28,0,4.144,5.0,5.0,99.2,3.8,0.0,376.96,228,0.5,24,0.0,1
R07108,20,1,405.05,2,3,4,3,30.42,14.58,1.11,0.25,0.46,0.25,0.38,0,4.062,4.0,4.0,151.5,3.0,0.5,454.5,530,0.5,24,0.0,1
R07109,81,0,466.78,1,1,5,2,36.62,19.72,1.32,0.38,0.62,0.25,0.38,0,4.119,4.0,4.0,525.75,3.25,0.0,1708.69,84,0.0,16,0.0,1
R07110,9,3,471.81,3,5,5,4,26.26,16.77,1.15,0.22,0.26,0.26,0.17,0,4.126,7.0,7.0,48.0,3.71,0.0,178.08,527,0.75,22,0.0,1
R07111,3,1,342.78,5,3,2,3,29.83,15.92,1.12,0.39,0.28,0.33,0.39,0,4.25,5.0,5.0,92.8,3.4,0.2,315.52,200,0.5,18,0.0,1
R07112,40,0,245.76,1,1,1,1,32.12,13.71,1.04,0.41,0.65,0.24,0.06,0,4.071,3.0,3.0,118.0,3.0,0.0,354.0,634,0.0,17,0.0,1
R07114,38,0,535.84,1,1,5,2,35.9,18.88,1.22,0.48,0.24,0.33,0.29,0,4.048,7.0,7.0,33.0,2.57,0.0,84.81,273,0.0,20,0.0,1
R07115,29,1,518.68,2,3,5,3,37.27,17.67,1.22,0.18,0.45,0.5,0.23,0,4.341,6.0,6.0,255.17,3.17,0.17,808.89,170,0.5,21,0.0,1
R07116,4,4,372.18,4,5,3,4,31.73,18.89,1.22,0.27,0.27,0.13,0.4,0,4.173,3.0,3.0,169.0,2.67,0.0,451.23,271,0.8,15,0.0,1
R07117,9,5,367.2,3,5,3,4,32.74,14.41,1.07,0.35,0.3,0.35,0.09,0,4.187,9.0,9.0,48.56,3.0,0.0,145.68,569,0.83,21,0.0,1
R07118,13,1,445.34,3,3,4,3,31.92,14.82,1.13,0.4,0.28,0.24,0.2,0,4.116,6.0,6.0,49.17,3.33,0.0,163.74,337,0.5,25,0.0,1
R07119,12,2,436.7,3,4,4,4,31.95,17.82,1.18,0.32,0.32,0.21,0.11,0,4.168,3.0,3.0,29.0,3.67,0.0,106.43,279,0.67,18,0.0,1
R07120,20,1,424.64,2,3,4,3,31.39,14.96,1.16,0.09,0.3,0.39,0.22,0,4.03,7.0,7.0,57.29,2.71,0.29,155.26,144,0.5,23,0.0,1
R07121,88,0,519.21,1,1,5,2,36.48,18.77,1.21,0.38,0.24,0.38,0.43,0,4.271,5.0,5.0,23.8,1.8,0.2,42.84,191,0.0,21,0.0,1
R07122,14,4,291.76,3,5,1,3,37.44,15.12,1.08,0.31,0.25,0.19,0.12,0,4.194,7.0,7.0,96.71,3.0,0.14,290.13,709,0.8,15,0.0,1
R07124,9,2,549.77,3,4,5,4,27.14,14.95,1.2,0.17,0.59,0.21,0.24,0,4.197,3.0,3.0,65.0,2.0,0.0,130.0,636,0.67,29,0.0,1
R07125,4,1,289.88,4,3,1,3,33.0,14.63,1.13,0.56,0.44,0.12,0.31,0,4.288,6.0,6.0,103.5,2.33,0.33,241.16,509,0.5,15,0.0,1
R07126,3,1,623.68,5,3,5,4,23.33,20.86,1.22,0.29,0.33,0.57,0.33,0,4.214,4.0,4.0,14.25,2.75,0.0,39.19,176,0.5,21,0.0,1
R07127,14,3,365.03,3,5,3,4,31.55,14.46,1.16,0.55,0.5,0.6,0.2,0,4.195,3.0,3.0,173.67,3.33,0.33,578.32,609,0.75,20,0.0,1
R07128,38,0,232.42,1,1,1,1,29.64,14.4,1.06,0.86,0.29,0.29,0.07,0,4.236,6.0,6.0,49.83,4.0,0.17,199.32,242,0.0,14,0.0,1
R07129,13,2,339.33,3,4,2,3,30.43,13.45,1.12,0.48,0.29,0.43,0.19,0,4.243,5.0,5.0,23.6,3.0,0.0,70.8,544,0.67,21,0.0,1
R07130,57,0,544.33,1,1,5,2,29.27,16.91,1.19,0.23,0.42,0.46,0.27,0,4.088,4.0,4.0,46.0,3.25,0.0,149.5,221,0.0,24,0.0,1
R07131,90,0,220.6,1,1,1,1,33.08,14.41,1.16,0.42,0.33,0.33,0.33,0,4.017,4.0,4.0,58.75,3.25,0.0,190.94,625,0.0,12,0.0,1
R07132,2,1,341.73,5,3,2,3,28.74,14.43,1.12,0.42,0.32,0.32,0.21,0,3.984,5.0,5.0,314.8,3.4,0.2,1070.32,237,0.5,19,0.0,1
R07133,31,0,284.93,1,1,1,1,29.93,15.81,1.13,0.33,0.4,0.27,0.27,0,4.647,5.0,5.0,21.0,2.8,0.0,58.8,235,0.0,14,0.0,1
R07134,40,0,672.46,1,1,5,2,32.11,17.57,1.24,0.71,0.39,0.46,0.43,0,4.168,6.0,6.0,47.0,1.83,0.17,86.01,135,0.0,27,0.0,1
R07135,21,2,383.51,2,4,3,3,31.9,14.94,1.17,0.24,0.57,0.52,0.38,0,4.1,7.0,7.0,180.14,3.86,0.29,695.34,349,0.67,21,0.0,1
R07136,12,3,416.61,3,5,4,4,29.0,16.14,1.08,0.17,0.48,0.3,0.17,0,4.261,4.0,4.0,69.5,4.25,0.0,295.38,327,0.75,22,0.0,1
R07137,34,0,278.88,1,1,1,1,26.06,13.42,1.15,0.81,0.38,0.25,0.19,0,3.85,5.0,5.0,127.2,3.0,0.6,381.6,647,0.0,16,0.0,1
R07138,20,1,402.75,2,3,4,3,25.19,15.88,1.14,0.19,0.52,0.29,0.14,0,4.219,2.0,2.0,46.5,3.5,0.0,162.75,71,0.5,21,0.0,1
R07139,12,2,370.66,3,4,3,3,29.46,13.48,1.03,0.35,0.42,0.23,0.08,0,4.173,10.0,10.0,91.0,3.2,0.3,291.2,365,0.67,26,0.0,1
R07140,9,2,284.45,3,4,1,3,31.87,16.32,1.1,0.4,0.13,0.33,0.2,0,4.32,2.0,2.0,111.0,3.0,0.5,333.0,270,0.67,15,0.0,1
R07141,44,0,474.07,1,1,5,2,26.76,17.07,1.22,0.48,0.29,0.29,0.33,0,4.338,3.0,3.0,18.33,1.67,0.0,30.61,359,0.0,20,0.0,1
R07142,19,1,370.43,2,3,3,3,33.32,16.54,1.12,0.26,0.47,0.26,0.21,0,4.289,3.0,3.0,40.67,2.67,0.33,108.59,696,0.5,19,0.0,1
R07143,17,1,230.69,2,3,1,2,35.36,14.45,1.09,0.21,0.29,0.29,0.14,0,4.243,4.0,4.0,68.25,2.5,0.25,170.62,201,0.5,14,0.0,1
R07144,23,1,288.76,2,3,1,2,29.76,14.58,1.13,0.18,0.29,0.18,0.24,0,4.224,7.0,7.0,169.57,2.57,0.0,435.79,282,0.5,17,0.0,1
R07145,16,1,368.67,3,3,3,3,26.84,16.26,1.13,0.47,0.42,0.26,0.21,0,4.026,7.0,7.0,149.29,2.43,0.0,362.77,337,0.5,19,0.0,1
R07147,5,1,339.52,4,3,2,3,27.57,13.47,1.11,0.43,0.19,0.48,0.14,0,4.157,5.0,5.0,66.4,2.6,0.2,172.64,77,0.5,20,0.0,1
R07148,5,1,450.56,4,3,4,4,24.45,16.52,1.23,0.35,0.35,0.25,0.25,0,4.48,4.0,4.0,15.0,1.5,0.0,22.5,212,0.5,20,0.0,1
R07149,51,0,473.32,1,1,5,2,26.38,16.93,1.19,0.52,0.43,0.43,0.1,0,4.452,7.0,7.0,68.57,2.71,0.29,185.82,200,0.0,21,0.0,1
R07150,9,1,338.93,3,3,2,3,30.67,15.94,1.12,0.17,0.44,0.33,0.11,0,4.306,4.0,4.0,99.25,2.25,0.25,223.31,617,0.5,18,0.0,1
R07151,67,0,286.58,1,1,1,1,33.83,14.95,1.04,0.28,0.44,0.17,0.11,0,4.4,8.0,8.0,73.88,2.25,0.12,166.23,561,0.0,17,0.0,1
R07152,0,3,430.1,5,5,4,5,29.67,17.48,1.24,0.28,0.28,0.28,0.28,0,4.183,7.0,7.0,138.57,3.43,0.0,475.3,377,0.75,18,0.0,1
R07153,45,0,500.54,1,1,5,2,36.0,16.17,1.15,0.44,0.24,0.32,0.2,0,4.228,8.0,8.0,78.5,3.38,0.12,265.33,111,0.0,25,0.0,1
R07154,45,0,429.83,1,1,4,2,30.38,16.09,1.18,0.1,0.24,0.33,0.29,0,4.186,3.0,3.0,104.67,3.0,0.33,314.01,323,0.0,21,0.0,1
R07155,18,1,323.22,2,3,2,2,26.81,16.36,1.14,0.38,0.31,0.25,0.06,0,4.275,4.0,4.0,44.25,2.5,0.0,110.62,78,0.5,16,0.0,1
R07156,0,5,361.14,5,5,3,4,32.37,16.13,1.12,0.21,0.21,0.32,0.16,0,4.247,2.0,2.0,42.0,5.0,0.0,210.0,119,0.83,18,0.0,1
R07157,19,3,347.09,2,5,3,3,25.0,15.14,1.23,0.69,0.56,0.25,0.31,0,4.369,5.0,5.0,50.2,3.2,0.6,160.64,226,0.75,16,0.0,1
R07158,2,2,275.21,5,4,1,3,31.89,12.85,1.07,0.47,0.47,0.47,0.05,0,4.163,4.0,4.0,20.75,2.5,0.25,51.88,590,0.67,19,0.0,1
R07159,6,3,484.15,4,5,5,5,37.64,17.4,1.19,0.55,0.32,0.23,0.14,0,4.132,7.0,7.0,65.86,3.14,0.43,206.8,283,0.75,21,0.0,1
R07160,7,2,447.4,4,4,4,4,32.4,14.81,1.11,0.32,0.16,0.32,0.16,0,4.2,4.0,4.0,72.5,2.25,0.25,163.12,92,0.67,25,0.0,1
R07161,7,1,265.62,4,3,1,3,35.56,13.8,1.11,0.25,0.69,0.62,0.06,0,4.519,3.0,3.0,120.33,3.33,0.0,400.7,397,0.5,16,0.0,1
R07162,2,4,276.2,5,5,1,4,39.83,14.36,1.06,0.17,0.22,0.28,0.11,0,4.244,7.0,7.0,84.43,3.29,0.29,277.77,407,0.8,18,0.0,1
R07163,0,3,372.44,5,5,3,4,28.73,14.27,1.09,0.27,0.36,0.27,0.14,0,4.286,5.0,5.0,89.6,2.4,0.2,215.04,557,0.75,22,0.0,1
R07164,8,5,357.4,4,5,3,4,34.88,16.55,1.14,0.47,0.18,0.18,0.18,0,3.988,2.0,2.0,122.0,3.5,0.5,427.0,660,0.83,16,0.0,1
R07166,6,1,447.61,4,3,4,4,32.85,15.08,1.05,0.58,0.38,0.23,0.15,0,4.096,0.0,0.0,0.0,0.0,0.0,0.0,404,0.5,26,999.0,0
R07167,22,1,167.2,2,3,1,2,33.11,15.37,1.1,0.0,0.11,0.33,0.11,0,4.089,9.0,9.0,118.56,1.89,0.22,224.08,421,0.5,9,0.0,1
R07168,8,2,211.79,4,4,1,3,38.5,14.79,1.12,0.83,0.33,0.42,0.33,0,4.25,4.0,4.0,27.5,2.75,0.5,75.62,662,0.67,12,0.0,1
R07169,4,2,309.55,4,4,2,3,29.3,13.47,1.11,0.25,0.35,0.3,0.05,0,4.08,5.0,5.0,82.8,3.6,0.0,298.08,146,0.67,18,0.0,1
R07170,9,3,293.15,3,5,2,3,41.07,16.34,1.19,0.29,0.43,0.36,0.29,0,4.2,9.0,9.0,281.89,2.56,0.22,721.64,555,0.75,14,0.0,1
R07171,11,4,325.51,3,5,2,3,31.05,13.66,1.08,0.38,0.43,0.1,0.19,0,4.19,8.0,8.0,75.88,4.0,0.12,303.52,526,0.8,21,0.0,1
R07172,18,3,283.12,2,5,1,3,33.44,13.98,1.21,0.62,0.12,0.31,0.25,0,4.144,2.0,2.0,428.0,3.0,0.0,1284.0,491,0.75,16,0.0,1
R07173,10,2,496.44,3,4,5,4,31.92,15.9,1.18,0.54,0.5,0.33,0.21,0,4.221,10.0,10.0,54.4,2.6,0.2,141.44,411,0.67,24,0.0,1
R07174,64,0,387.59,1,1,3,2,37.94,17.23,1.23,0.35,0.29,0.35,0.41,0,4.312,5.0,5.0,92.8,3.4,0.2,315.52,497,0.0,16,0.0,1
R07175,33,0,271.74,1,1,1,1,31.07,15.55,1.1,0.36,0.21,0.14,0.07,0,4.207,4.0,4.0,302.0,3.75,0.25,1132.5,394,0.0,13,0.0,1
R07176,10,1,259.44,3,3,1,2,27.19,15.15,1.07,0.19,0.25,0.44,0.06,0,4.094,5.0,5.0,97.2,3.6,0.0,349.92,561,0.5,16,0.0,1
R07178,8,1,427.07,4,3,4,4,38.67,16.37,1.15,0.33,0.38,0.19,0.33,0,3.933,4.0,4.0,102.75,2.75,0.0,282.56,326,0.5,20,0.0,1
R07179,7,1,453.09,4,3,4,4,31.21,15.34,1.15,0.67,0.21,0.29,0.17,0,3.842,7.0,7.0,34.86,3.57,0.14,124.45,101,0.5,24,0.0,1
R07180,2,2,437.5,5,4,4,4,34.33,17.2,1.15,0.24,0.48,0.19,0.19,0,4.41,2.0,2.0,42.5,2.0,0.0,85.0,362,0.67,21,0.0,1
R07181,1,2,397.74,5,4,3,4,26.6,15.92,1.16,0.3,0.25,0.35,0.2,0,4.185,2.0,2.0,66.5,4.0,0.0,266.0,157,0.67,20,0.0,1
R07182,29,1,340.0,2,3,2,2,28.87,17.69,1.18,0.2,0.33,0.33,0.13,0,3.947,8.0,8.0,30.38,3.0,0.12,91.14,582,0.5,15,0.0,1
R07183,3,3,433.2,5,5,4,5,31.73,15.16,1.2,0.32,0.41,0.41,0.23,0,3.986,4.0,4.0,147.0,3.75,0.25,551.25,680,0.75,19,0.0,1
R07184,48,0,502.39,1,1,5,2,33.57,16.66,1.22,0.43,0.17,0.09,0.39,0,4.504,6.0,6.0,110.33,3.67,0.17,404.91,457,0.0,21,0.0,1
R07185,7,1,212.09,4,3,1,3,33.86,13.58,1.07,0.43,0.64,0.43,0.07,0,4.157,6.0,6.0,61.17,2.17,0.0,132.74,555,0.5,14,0.0,1
R07186,20,2,401.47,2,4,4,3,29.57,15.24,1.17,0.33,0.33,0.29,0.29,0,4.267,9.0,9.0,55.89,2.33,0.11,130.22,270,0.67,21,0.0,1
R07187,2,1,377.97,5,3,3,4,29.9,14.7,1.16,0.19,0.19,0.43,0.14,0,4.348,4.0,4.0,29.25,3.75,0.25,109.69,193,0.5,20,0.0,1
R07188,0,2,336.67,5,4,2,4,39.53,16.13,1.31,0.33,0.13,0.13,0.4,0,4.14,5.0,5.0,84.6,2.0,0.0,169.2,349,0.67,15,0.0,1
R07189,1,2,342.09,5,4,2,4,31.0,17.36,1.12,0.18,0.59,0.41,0.12,0,3.935,6.0,6.0,25.33,2.5,0.17,63.32,653,0.67,17,0.0,1
R07190,4,2,351.48,4,4,3,4,33.06,15.55,1.18,0.56,0.17,0.28,0.28,0,4.1,4.0,4.0,149.0,2.5,0.0,372.5,64,0.67,18,0.0,1
R07191,16,1,263.67,3,3,1,2,34.47,12.65,1.05,0.47,0.32,0.21,0.16,0,4.263,5.0,5.0,540.6,1.8,0.0,973.08,613,0.5,18,0.0,1
R07192,5,2,389.51,4,4,3,4,33.35,16.21,1.14,0.15,0.4,0.25,0.15,0,4.205,6.0,6.0,59.17,2.33,0.17,137.87,502,0.67,20,0.0,1
R07193,7,2,283.09,4,4,1,3,23.77,15.4,1.24,0.31,0.23,0.31,0.38,0,4.162,4.0,4.0,22.25,2.75,0.0,61.19,473,0.67,13,0.0,1
R07194,4,2,380.26,4,4,3,4,31.05,14.83,1.08,0.36,0.36,0.27,0.14,0,4.141,9.0,9.0,76.44,2.0,0.11,152.88,126,0.67,20,0.0,1
R07195,21,3,443.63,2,5,4,4,35.11,13.92,1.11,0.41,0.3,0.26,0.19,0,4.026,3.0,3.0,297.33,2.67,0.33,793.87,658,0.75,26,0.0,1
R07196,16,2,553.29,3,4,5,4,31.44,14.87,1.11,0.38,0.19,0.31,0.16,0,4.259,12.0,12.0,94.42,2.67,0.25,252.1,545,0.67,31,0.0,1
R07197,22,1,288.38,2,3,1,2,35.81,14.68,1.16,0.38,0.44,0.5,0.12,0,4.088,3.0,3.0,75.33,3.33,0.0,250.85,108,0.5,15,0.0,1
R07198,58,0,399.51,1,1,4,2,26.67,16.07,1.24,0.39,0.39,0.33,0.17,0,4.261,0.0,0.0,0.0,0.0,0.0,0.0,704,0.0,17,999.0,0
R07199,97,0,233.41,1,1,1,1,30.17,14.57,1.26,0.08,0.08,0.17,0.17,0,4.333,5.0,5.0,144.2,3.0,0.2,432.6,111,0.0,12,0.0,1
R07200,27,1,364.26,2,3,3,3,34.88,16.7,1.15,0.35,0.41,0.29,0.06,0,4.294,3.0,3.0,7.67,1.0,0.33,7.67,229,0.5,17,0.0,1
R07201,34,0,591.31,1,1,5,2,31.45,15.97,1.22,0.28,0.14,0.28,0.17,0,4.055,6.0,6.0,6.67,3.5,0.17,23.34,425,0.0,28,0.0,1
R07202,3,3,494.08,5,5,5,5,28.84,14.98,1.21,0.16,0.36,0.28,0.4,0,4.084,5.0,5.0,87.2,2.0,0.0,174.4,559,0.75,24,0.0,1
R07203,0,3,431.54,5,5,4,5,32.16,17.78,1.16,0.47,0.63,0.42,0.16,0,4.447,4.0,4.0,50.25,4.25,0.0,213.56,223,0.75,19,0.0,1
R07204,3,4,228.12,5,5,1,4,24.19,12.42,1.09,0.38,0.25,0.19,0.19,0,4.094,3.0,3.0,267.0,2.0,0.33,534.0,75,0.8,16,0.0,1
R07205,49,0,219.95,1,1,1,1,37.58,15.24,1.08,0.42,0.25,0.42,0.08,0,4.242,5.0,5.0,41.4,2.2,0.2,91.08,82,0.0,12,0.0,1
R07206,7,4,322.41,4,5,2,4,31.29,13.66,1.05,0.33,0.29,0.38,0.1,0,4.171,4.0,4.0,86.75,3.0,0.25,260.25,545,0.8,20,0.0,1
R07207,10,2,308.74,3,4,2,3,32.85,18.58,1.19,0.62,0.38,0.31,0.31,0,4.154,6.0,6.0,47.67,1.5,0.17,71.5,729,0.67,13,0.0,1
R07208,15,1,362.76,3,3,3,3,24.33,14.3,1.15,0.1,0.14,0.33,0.1,0,4.176,7.0,7.0,472.86,2.0,0.0,945.72,471,0.5,21,0.0,1
R07209,12,2,484.04,3,4,5,4,31.67,16.3,1.19,0.25,0.21,0.29,0.33,0,3.983,5.0,5.0,136.8,2.2,0.2,300.96,452,0.67,24,0.0,1
R07210,1,1,255.95,5,3,1,3,30.73,14.68,1.12,0.27,0.33,0.27,0.27,0,4.013,8.0,8.0,59.25,2.5,0.0,148.12,220,0.5,15,0.0,1
R07211,23,2,429.37,2,4,4,3,28.36,13.8,1.14,0.28,0.2,0.28,0.24,0,4.232,4.0,4.0,40.25,3.0,0.5,120.75,614,0.67,24,0.0,1
R07212,44,0,248.42,1,1,1,1,33.0,14.9,1.14,0.36,0.29,0.5,0.29,0,4.221,2.0,2.0,60.0,4.0,0.0,240.0,547,0.0,13,0.0,1
R07213,9,1,238.48,3,3,1,2,28.31,16.16,1.06,0.54,0.23,0.31,0.08,0,4.285,2.0,2.0,54.0,3.0,0.0,162.0,509,0.5,13,0.0,1
R07214,14,2,350.68,3,4,3,3,29.05,15.11,1.14,0.42,0.53,0.42,0.16,0,4.342,4.0,4.0,373.75,4.5,0.25,1681.88,304,0.67,19,0.0,1
R07215,8,3,421.78,4,5,4,4,35.08,14.37,1.13,0.71,0.21,0.38,0.25,0,4.142,5.0,5.0,105.0,1.2,0.0,126.0,454,0.75,24,0.0,1
R07216,51,0,450.11,1,1,4,2,26.83,15.68,1.17,0.39,0.26,0.09,0.09,0,4.322,8.0,8.0,54.75,2.62,0.0,143.44,120,0.0,22,0.0,1
R07217,6,2,385.25,4,4,3,4,32.29,14.32,1.09,0.33,0.38,0.29,0.21,0,4.229,6.0,6.0,40.83,3.5,0.17,142.9,645,0.67,24,0.0,1
R07218,71,0,286.77,1,1,1,1,31.24,14.3,1.12,0.24,0.59,0.29,0.12,0,4.012,3.0,3.0,57.33,1.0,0.0,57.33,359,0.0,16,0.0,1
R07219,10,1,324.33,3,3,2,3,30.05,15.09,1.08,0.16,0.42,0.32,0.11,0,4.195,6.0,6.0,138.67,2.17,0.33,300.91,64,0.5,19,0.0,1
R07220,8,3,498.97,4,5,5,5,28.69,15.85,1.14,0.19,0.42,0.23,0.12,0,4.288,3.0,3.0,159.67,3.33,0.33,531.7,444,0.75,25,0.0,1
R07221,14,4,297.54,3,5,2,3,36.38,16.01,1.09,0.62,0.19,0.38,0.0,0,4.375,6.0,6.0,620.83,2.33,0.67,1446.53,83,0.8,16,0.0,1
R07222,7,1,206.18,4,3,1,3,32.09,15.72,1.15,0.27,0.45,0.27,0.36,0,4.191,4.0,4.0,131.5,2.75,0.0,361.62,77,0.5,11,0.0,1
R07223,27,1,249.97,2,3,1,2,26.07,13.73,1.15,0.47,0.4,0.27,0.2,0,4.393,3.0,3.0,12.0,2.33,0.0,27.96,637,0.5,13,0.0,1
R07224,6,2,207.86,4,4,1,3,24.27,15.81,1.12,0.45,0.18,0.18,0.27,0,4.318,5.0,5.0,9.8,2.4,0.0,23.52,375,0.67,11,0.0,1
R07225,9,2,532.67,3,4,5,4,30.66,14.56,1.15,0.17,0.1,0.31,0.14,0,4.138,6.0,6.0,64.67,3.0,0.17,194.01,557,0.67,28,0.0,1
R07226,2,2,529.43,5,4,5,5,28.18,15.9,1.12,0.18,0.14,0.32,0.11,0,4.096,6.0,6.0,139.33,3.0,0.17,417.99,254,0.67,26,0.0,1
R07227,10,2,372.78,3,4,3,3,23.89,15.84,1.23,0.22,0.5,0.22,0.39,0,4.35,6.0,6.0,35.17,3.67,0.0,129.07,64,0.67,17,0.0,1
R07228,1,2,387.71,5,4,3,4,30.88,17.92,1.26,0.56,0.25,0.56,0.44,0,4.069,3.0,3.0,63.33,2.0,0.0,126.66,181,0.67,15,0.0,1
R07229,14,1,327.48,3,3,2,3,33.68,15.33,1.02,0.79,0.16,0.42,0.16,0,4.226,5.0,5.0,52.4,2.8,0.2,146.72,681,0.5,18,0.0,1
R07230,1,4,270.47,5,5,1,4,39.32,12.59,1.06,0.32,0.26,0.37,0.0,0,4.095,5.0,5.0,196.8,3.8,0.2,747.84,257,0.8,19,0.0,1
R07231,31,0,460.25,1,1,4,2,25.43,13.72,1.14,0.32,0.5,0.18,0.21,0,4.25,5.0,5.0,116.4,2.4,0.2,279.36,401,0.0,26,0.0,1
R07232,8,2,316.96,4,4,2,3,29.75,15.17,1.24,0.25,0.44,0.44,0.25,0,4.25,9.0,9.0,54.11,1.89,0.0,102.27,245,0.67,16,0.0,1
R07233,38,0,298.74,1,1,2,1,33.14,15.37,1.24,0.5,0.07,0.14,0.29,0,4.25,3.0,3.0,22.0,3.0,0.33,66.0,390,0.0,14,0.0,1
R07234,47,0,305.38,1,1,2,1,31.5,13.65,1.11,0.5,0.11,0.33,0.11,0,4.233,9.0,9.0,103.67,2.56,0.0,265.4,493,0.0,16,0.0,1
R07235,11,1,337.91,3,3,2,3,32.29,16.42,1.16,0.35,0.18,0.29,0.47,0,4.318,3.0,3.0,7.67,3.67,0.67,28.15,130,0.5,16,0.0,1
R07236,11,4,577.96,3,5,5,4,30.39,14.84,1.14,0.21,0.18,0.27,0.15,0,4.048,7.0,7.0,141.14,1.86,0.0,262.52,441,0.8,31,0.0,1
R07237,16,2,467.56,3,4,5,4,34.18,16.14,1.25,0.09,0.32,0.09,0.18,0,4.173,3.0,3.0,13.0,3.67,0.0,47.71,374,0.67,20,0.0,1
R07238,22,1,499.49,2,3,5,3,35.13,16.33,1.17,0.7,0.13,0.39,0.13,0,4.33,9.0,9.0,94.56,1.89,0.56,178.72,327,0.5,22,0.0,1
R07239,0,2,405.37,5,4,4,4,35.39,16.43,1.24,0.22,0.28,0.33,0.17,0,4.194,7.0,7.0,66.0,1.86,0.14,122.76,528,0.67,18,0.0,1
